sentimento,comentarios
negative,realizei a compra de colchas de solteiro e só recebi produto e até agora não recebi a outra colcha
neutral,recebi apenas pendentes falta o restante com uma vendedora eu consegui falar e ela ja enviou os outros pendentes ja os amarelos ainda não recebi nenhum estou aguardando faltam os amarelos
negative,não gostei desta compra pois a entrega atrasou além de ter um período muito extenso para entregar
positive,o produto é ótimo a entrega foi super rápida voltarei a comprar novamente
positive,a entrega foi rápida gostei muito do produto recomendo essa loja
negative,produto com defeito
positive,produto de ótima qualidade e beleza chegou bem antes do prazo estabelecido parabéns
positive,sempre entrega os produtos certos dentro do prazo previsto
positive,estamos testando
positive,produto bem bacana acabamento perfeito
negative,ainda nao recebi minha mercadoria
positive,entrega rápida o produto chegou corretamente e bem embalado
positive,ótima loja eu recomendo
negative,o produto veio embrulhado numa embalagem inapropriada e com isso o pote do chá acabou ficando danificado durante o trajeto quando abri a embalagem o chá estava todo derramado
positive,o produto chegou bem antes a data programada achei ótimo
positive,produto entregue corretamente
negative,já abri um chamado e não tenho resposta de quando terei o produto comprado
positive,loja excelente sempre comprei e estou muito satisfeito com a loja
positive,sim eu recomendo chegou no prazo
negative,comprei dois lustres conforme o pedido e paguei o valor de dois mas só recebi preciso receber o outro
positive,muito bom quanto a entrega ótimo produto
positive,gostei do produto e da loja
neutral,lindo chegou muito antes do prazo só não tem nenhum tipo de certificado de garantia acho q não é a prova d água pois não tem nada dizendo
positive,show de bola muito bom
negative,achava que poderia ser um produto com uma certa qualidade melhor mas é muito instável não passando muita confiança para deixa o notebook
negative,o produto não foi entregue gostaria de saber como vai ficar agora
neutral,gostei do kit e recomendo essa loja
negative,paguei caro pelo frete e n foram entregues na minha casa tive q pegar no correios e só veio uma e mesmo assim o modelo errado já enviei e mail espero o contato pq quero a devolução do meu dinheiro
positive,procedimento de compra até a entrega nota
positive,muito pratico
negative,creio que houve engano informo que recebi mesa de piqui nique e entrei em contato com empresa sem exito mas meu pedido nao foi atendido
positive,super rápida a entrega gostei
positive,um ótimo auto transformador serve para muitas e muitas utilidades ótimo recomendo foi entregue tudo certo valeu
neutral,estou no aguardo da entrega da mercadoria que ainda não recebi
positive,produto foi entregue antes do prazo ótima qualidade
negative,entrega pelos correios é só dor de cabeça porque não fazem entrega e nem sequer trazem o produto para a agência próxima de minha casa tenho que ir buscar longe de onde moro e não dão assistência
negative,na descrição constava a medida x mts mas veio x pedi para trocar e não tem mais o produto e sim cupons com desconto não tenho interesse queria a cortina tamanho certo não recomendo
positive,pena que o prazo foi longo
positive,qualidade muito boa completou minha sala e todos amaram
negative,produto não original
negative,até o momento eu não recebi minha entrega
positive,recebi no prazo infelizmente a americana não me permiti comprar mais pois não aprovou meu cartão de compras da loja sendo que sempre compro no site
positive,compra foi tranquila entrega aconteceu antes do prazo
negative,faz mais de mes que pedi o produto e ate agora nao foi entregue e ainda por cima nao dao nenhuma explicao de como fica meu dinheiro
positive,não consigo opinar pois produto ainda não instalado
positive,chegou antes do prazo recomendo para todos
negative,comprei e até agora nada de chegar prazo pro dia e até agora nem sinal
positive,ainda não testamos o produto
positive,o relógio é lindo a foto não faz jus o único inconveniente é que a caixinha veio completamente quebrada não possibilitando guardar o relógio nela depois de aberta
positive,entrega super rápida
positive,òtimo
positive,o produto chegou para mim antes do prazo fiquei super contente
positive,gostei muito do produto
positive,produto muito bonito chegou antes do prazo recomendo
positive,recebi dentro do prazo
positive,gosto da loja lannister e da rapidez nunca tinha tido problema só dessa vez que o produto veio com a cor diferente da que eu pedi é uma pena
positive,mto bom atendido bem antes do prazo super recomendo
positive,produto entregue conforme a compra e dentro do prazo
positive,recebi o produto antes do prazo a entrega foi super rápida recomendo essa transportadora
negative,o relógio que comprei nesta loja a luz do meio com menos de dias de uso não acende mais gostaria que trocasse ou se for o caso haja devolução por gentileza me dar algum retorno obrigada
positive,produto de ótima qualidade
positive,falta um produto
neutral,demora na entrega e ainda atrasou
negative,comprei pra uma criança de seis anos para o natal e até hoje não chegou disseram pra esperar até dia hoje é o que comprei junto chegou dias depois da compra esse produto não estou ma
negative,o produto é bom mas tem um cheiro insuportável de cola de sapateiro
positive,chegou tudo conforme combinado
positive,muito bom
positive,produto entregue antes do prazo n considero fenômeno já q pediram dias pra entregar já testei o controle td ok o bluetooth já estava funcionando aparenta ser mesmo original satisfeito
positive,super recomendo maravilhosa muito boa
negative,o produto é totalmente de má qualidade as bolinhas são na verdade adesivos de papel e as latas vem completamente preta por dentro podiam ser limpas pelo menos
positive,gostei de tudo
positive,muito bom funciona perfeitamente
neutral,não é o que espera mas dá para usar
negative,ainda não tive retorna da loja targaryen só tive retorno da equipe das lojas lannister que esta acompanhando o produto ainda aguardo
neutral,entrega dentro do prazo previsto satisfeito
positive,produto bom material aparentemente resistente encaixou perfeitamente no local
neutral,atendeu as minhas expectativas
negative,o trocador veio mas ficou faltando os dois mosquiteiros que era pra vir junto
negative,não foi entregue a mercadoria comprada pelo site foi entregue um produto divergente do comprado
negative,comprei uma esmerilhadeira v e me mandaram uma v não tive retorno até o momento
positive,gostei do varal só achei que ele voltava para posição fechado com mais facilidade tem que tirar o pino colocar na posição que gostria e recolocar o pino mas fora isso é um bom produto
negative,totalmente frustada
negative,comprei dia na targaryen com prazo de entrega até e até agora não recebi o produto
positive,tentei solicitar a troca pelo site e não consegui o produto é ótimo só que uma bola do boliche veio com defeito veio rachada tem como enviar a bola vermelha sem defeito
positive,muito bom o prazo de entrega veio que eu esperava
positive,produto muito bom chegou em perfeitas condições
positive,entrega bemmm antes do prazo produto entregue conforme anuncio volto a comprar com certeza
positive,toppp
positive,produto excelente e entrega muito antes do previsto
positive,vamos continuar comprando
negative,comprei um simples pendente meia lua no site das lannister vendido pela loja targaryen em março e até hoje abril o produto não foi entregue não recomendo compra de produtos desta loja
positive,ainda não usei o produto assim não tenho como avaliar
positive,havia pedido duas unidades e chegaram em dias diferentes achei q nao viria a outra mas hoje chegou td certo obrigada
neutral,gostei do produto lindo porem mesmo com as medidas certas ficaram bastantes justas em minhas cadeiras
negative,ainda não recebi o produto e já venceu o prazo de entrega
positive,tudo perfeito adorei
positive,muito rapido dentro do esperado
negative,meu produto chegou incompleto faltou um produto o whaite estou muito chateada
positive,porém o meu pedido veio com avaria
positive,adorei as peças são exatamente como na foto mas veio faltando parafusos e buchas tive que comprar
neutral,essa loja é muito bacana compro muitos produtos nela mereceria um brinde
positive,essa foi a primeira vez que comprei no site estou muito satisfeito
positive,recebi antes mesmo do prazo gostei muito do produto recomendo
negative,comprei dois pentes de memória e me enviaram apenas um estou aguardando o prazo de resposta sobre esse problema foi uma palhaçada não recomendo a loja qualidade e responsabilidade é tudo
neutral,o pendrive e nao funcionando no meu computador
positive,de a e
negative,nao gostei por motivo da demora na entrega e tive que busca no correio
positive,produto idêntico como anunciado
positive,em todas as minhas compras nunca tive problemas
positive,produto entregue sem problemas
positive,o prato é de boa qualidade mas é bem pequeno recomendo apenas para bebês
positive,produto corresponde ao anunciado
positive,minha primeira comprar eu gostei muito e vou continuar comprando obrigado
negative,eu comprei dois adesivos e só recebi um mas como podemos resolver isso fico no aguardo
neutral,pensei que a cinta seria mais larga é muito estreita para cargas pesadas
positive,super recomendo produto ótimo entregue antes do prazo
neutral,produto muito bom recomendo
positive,demorou um pouco mas dentro do prazo
neutral,veio errada em vez de e veio
positive,bom
negative,desde que comprei vinha tentando cancelar mas agora que ja recebi vou ficar com o produto stark e targaryen pessimo atendimento nao possuem sac
positive,boa noite ainda não recebi meu produto
positive,amei o produto se ñ der problema
negative,dias após efetuar a compra gerar o boleto e pagar recebo um e mail cancelando a compra por falta do produto para o estorno do valor me obrigaram a ir em uma agência bancaria e retirar o valor
positive,recebi antes do prazo produto excelente
positive,produtos de ótima qualidade sempre que posso compro tem durabilidade uma textura maravilhosa simplesmente perfeitas
neutral,recebi anilhas faltou apenas de kg
positive,em todos os quesitos
negative,não gostei do produto muito fraco não valeu a pena você tira o produto da embalagem e no outro dia não tem mais o cheiro
positive,compro sempre e estou satisfeita com vc obrigada
positive,a capa escorrega do sofá
positive,otima loja
negative,não gostei da entrega está demorando muito essa empresa demora muito para entregar a mercadoria
negative,o produto veio riscado e amassado sendo que a embalagem está em perfeito estado já fiz uma reclamação e estou aguardando o contato para a que a troca do produto seja feito o mais rápido possível
positive,atendimento de boa qualidade
positive,comprei dois prudutos e achei caro o frete quando recebi eu entendi o motivo cada produto veio numa caixa separada do tamanho que caberia uns produtos numa unica caixa
positive,amei a luminária é linda e enorme apaixonada
negative,bem comprei um produto que custava reais o melhor que eles tinham com o cartao de g e me mandarão o pior que eles tinha era de reais que vinha com cartão de g resumindo safados
negative,cadê meu produto
positive,a compra chegou parcialmente as capinhas dos celulares nao vieram junto com o restante do pedido aguardando para ver se estao vindo separadamente
positive,ótima loja para fazer compra já comprei varias vezes e sempre chega produtos de ótima qualidade e no prazo certo ou até antes super recomendo
positive,entregou super rápido
negative,meu produto veio com uma parte com defeito se trata de mdf e um lado da tampa veio quebrada
positive,recebi antes do prazo a cortina é linda exatamente igual a descrição mesmo tamanho das especificações ótimo custo beneficio super recomendo
positive,chegou na data combinada nota recomendo
positive,gosto de comprar por este sait produtos sempre entregue ate antes do prazo de entrega
neutral,o prazo de entrega e muito longo
positive,recomendo a compra desse produto meia segunda pele
positive,muito satisfeita com a entrega pois chegou bem antes do prazo estipulado
negative,comprei três produtos que poderiam ser enviados dentro de um pacote só e assim talvez poderia economizar no frete achei um absurdo pagar no frete quase metade do valor em si
negative,acho de uma incompetência extrema colocar e vender um produto em disponibilidade no ato da compra e o jogar na indisponibilidade logo depois por ver que o produto foi vendido num preço baixo só isso
positive,ainda não apliquei o produto mas parece ser de ótima qualidade
positive,muito bom recebi tudo certinho do jeito que pedi
positive,entregaram antes do prazo porém recebemos uma caixa aberta
negative,produto n foi entregue e consta q recebi
positive,confiavel
positive,excelente vendedor o produto chegou bem antes do previsto
negative,produto nao chegou
positive,a melhor loja para comprar chega até antes do prazo os produtos são de qualidade e a loja e acelente espero sempre está comprando e recebendo sempre com qualidade todos os produtos agora vô espera a
negative,foi entregue uma capa com zíper e eu comprei uma capa envelope como consta na listagem dos meus pedidos gostaria de saber como será resolvido este problema
neutral,tdo certo
positive,entrega rapidíssima foi comprado e no dia seguinte já estava disponível show
positive,parceiro muito bom vale a pena comprar com essa loja
negative,não consigo abrir o rastreamento e consta como entregue quero o produto quero urgente uma posição sobre isso
positive,boa tarde venho fazer a solicitação da troca do produto por motivo falha na costura
positive,adorei
negative,bom recebi um suporte mas foi com uma ventosa pra colocar no vidro e o que eu comprei foi pro encosto do banco porém não tenho interesse na troca ja comprei outro obrigada
positive,a descrição do produto está muito confuso segue detalhamento aíses europeus controle de ipod traseiro pode carregar o ipod iphone rca câmera de visão traseira de entrada relógio em tempo re
positive,boa qualidade comparativo ao valor do produto entrega rapida produto igual a foto gostei e recomendo e vou comprar mais uma satisfeita
positive,chegou muito antes do prazo ótimo produto recomendo
negative,ainda não recebi o produto e nem responderam a minha pergunta
positive,chegou muito antes da data prevista parabéns
negative,realizei a compra em e até hoje não recebi o produto
positive,produto excelente facil uso recomendo
positive,produto de excelente qualidade superou minhas expectativas
negative,só recebi uma unidade sendo que comprei duas unidades
positive,perfeito
negative,meu pedido não foi entregue porém já recebi e mail informando que foi entregue e quero meu pedido
neutral,legal
positive,sempre que faco compras recebo direitinho os produtos
negative,produto não funciona
neutral,a loja cumpriu com a parte dela porem o produto não fi entregue pelos correios fiquei insatisfeita
positive,o lg d lindo pena que não tem android o mais ele é completonho
neutral,a película para o celular não veio como eu queria
positive,entrega no prazo loja honesta
negative,após o produto faturado a loja enviou e mail que não poderia entregar por falta de estoque ao buscar pela compra na internet a loja disponibiliza o produto para venda por um preço superior
positive,entrega antes do prazo produto de primeira excelente cores perfeitas iguais comprei enfim me tornei cliente comprarei mais vezes obs o frete poderia ser grátis fica a dica
positive,este produto era o que eu esperava
positive,muito bom o produto e recomendo a qualquer pessoa a comprar
positive,o produto chegou antes do prazo e muito bem embalado
negative,a data limite para entrega era dia e até agora dia não foi entregue em consulta ao site dos correios consta mercadoria com dificuldade na entrega aguardo solução
positive,mto bom chegou antes do prazo
negative,me mandaram um produto com a medida muito menor do anunciado solicitei a troca
negative,até o momento o produto não chegou está fora do prazo de entrega
positive,produto entregue no prazo recomendo qualquer compra na loja
negative,não entrega os produtos pelo correios
positive,td de bom
positive,gostei
positive,minha loja preferida
positive,produto em perfeito estado e entrega rapida
positive,chegou muito antes do prazo ainda n usei o produto mas chegou td certinho
positive,produto muito bonito possui detalhes no tecido mas não parece ser resistente
positive,chegou antes da data excelente produto
neutral,efetuei a compra de um relógio cássio de acordo com a descrição do produto e a foto porem o relógio que chegou é completamente diferente do que eu efetuei a compra achei falta de respeito comigo
positive,lindo relogio gostei
positive,super recomendo
positive,bom produto
positive,entrega bem rapida
positive,lannister nota
positive,produtos entregues antes do prazo clareza nas informações e retorno imediato das demandas é questionamentos recomendo as lannister
positive,entrega super rapida amei o tapete
positive,entrega dentro do prazo
negative,o cartao do memoria nao funciona corretamente perdi os arquivos que coloquei no mesmo preciso fazer a devolucao
positive,gostei muito chegou bem rápido o produto é ainda melhor que eu esperava
negative,ao realizar a compra de uma cortina tecido blackoute conforme foto do anuncio e recebi uma cortina de plastico nada parecido com a foto do anuncio sempre comprei na baratheon e isso nunca aconteceu
negative,já faz mês que fiz a compra e ainda não chegou não consigo nem rastrear espero que resolvam meu problema
positive,produto entregue dentro do prazo estipulado
negative,ainda não recebi o produto
negative,não recebi o produto porem no site consta como entregue
positive,gosto muito de compra na loja pois sempre chegar certo bom atendimento obrigada pelo caminho
positive,adorei comprar com vcs produto excelente chegou dias antes do prazo estabelecido
positive,muito boa fácil e rápida navegação no site e a entrega foi bem antes do prazo combinado
negative,não recebi
positive,gostei muito parabéns pela dedicação aos clientes
positive,entrega antes do prazo previsto
positive,recebi antes do prazo muito rápio
positive,produto dentro da expectativa
negative,nao me agradou muito o material de baixa qualidade
positive,o entregador dos correios foi x em casa no mesmo horário horário do almoço do porteiro quando a pessoa não é encontrada num determinado horário o ideal é fazer a segunda tentativa em outra hora
negative,nunca mais eu comprou nas américas
positive,demorou um pouquinho mas a cadeira é muito boa
positive,bom muito bom estou satisfeito
positive,chegou em ótimo estado
negative,produto incompleto qualidade ruim
positive,super recomendo o pedido foi entregue bem antes da data que era para ser entregue e em perfeito estado
positive,produto dentro do esperado sem defeitos
negative,perfuração da camêra fora de centro além de não cobrir as bordas contrário a descrição do produto deixa de cobrir cerca de mm ao redor da tela não recomendo
positive,super recomendo produto veio dentro do prazo muito bem embalado e de acordo com o enunciado no site podem comprar sem problemas
negative,nao posso avaliar o produto nao foi entregue preciso de uma posiçao
positive,satisfeita produto conforme anunciado
negative,entregaram apenas um produto dos quatro itens do pedido quero o restante do pedido cadê
negative,fiquei surpresa quando chegou somente um produto do que eu havia pedido depois percebi que seriam entregues por duas transportadoras ate o momento ainda não recebi a outra mercadoria preocupada
negative,pedi da cor rosa e chegou da cor roxa escuro e não gostei da cor
positive,linda boneca como é presente não tirei da caixa para ver como esta mas aparentemente tudo certo
negative,se vc não tem o produto pra me entregar por que vcs não devolvem o meu dinheiro vcs querem que eu entre na justiça aguardo uma posição da lannister
positive,produto veio correto porém a cor veio trocado
positive,recebi o produto correto e bem antes do prazo estipulado pelo vendedor
negative,o produto foi entregue com defeito o prazo de horas já passou e não recebi nenhuma ligação
positive,so houve problemas na entrega mas foi por causa dos correios ainda sim foi entregue no prazo
negative,não há prejuízo na impressão pelo menos por enquanto mas eventualmente a impressora informa que o cartucho não está corretamente instalado é necessário retirá lo e colocar novamente
positive,olha eu uso ja faz muito tempo amo e recomendo a tds e maravilhoso amo comprar nas lannister obrigada gente boa
positive,veio com lacre da caixa rasgado mais estava tudo certo
negative,não tenho notícia do produto comprado
negative,não recomendo porque comprei um forno e dois dias depois fiz devolução porque queria uma outra marca até agora não tive ressarcimento do valor pago
positive,serviço rápido e eficiente
positive,pontualidade e confiança
positive,entregaram no prazo tudo ok
negative,não recebi o produto e nem uma previsão
positive,recebido conforme o pedido e dentro do prazo estabelecido ok
positive,ok recebido
positive,frete muito caro
negative,não recomendo produto não funcionou e veio numa embalagem sem proteção
neutral,houve falha nas informações sobre a venda
positive,chegou antes do prazo igual o da foto adorei
negative,comprei o modelo master com prateleira e me enviaram o standard sem solicitei cancelamento e devolução
negative,não recebi o pedido completo e consta como entregue
negative,o produto que veio não é original hp fui enganada
neutral,na verdade o produto chegou um dia após a data prevista e não mim satisfez mesmo assim agradeço
positive,obrigada fui bem atendida
positive,entrega no prazo mesmo com greve do correios produto bem acondicionado excelente
negative,a empresa não acompanha o rastreamento desde o dia de março encontra se sem atualiazação na agência dos correios de cajamar sp e somente o remetente pode abrir uma reclamação junto aos correios
positive,gostei muito do site
positive,material de ótima qualidade
negative,todos os outros produtos foram entregues no prazo porém esse está em atraso e tenho evento no dia e estou contando com o material
positive,blz
positive,muito boa as tesouras sao otimas corte preciso
positive,resolveu pra mim
positive,muito bom a baratheon
neutral,a balança veio faltando uns ferrinhos na bandeija dela
negative,o produto chegou com a pintura lateral descascada e o lacre não estava violado então ela já veio com defeito do fornecedor mas como fica mais caro pedir pra trocar vou ter que ficar com ela
positive,o produto chegou corretamente e antes do prazo previsto
negative,tecido muito fino e não para no box escorrega conforme mexe o colchão
positive,eu adorei o produto
positive,loja aprovada recomendaria pra outras pessoas irei comprar novos produtos
positive,comprei dois moto g s plus com duas capas e duas películas as lannister não aprovou o pagamento dos smartphones mas enviou as capas com as películas é difícil viu
positive,produto maravilhoso lojas lannister nota
positive,a cafeteira é muito bonita de vidro é resistente e fácil de limpar a tampa é de plástico duro coberta por uma pintura metálica seria melhor se fosse de metal mas pelo menos a qualidade é boa
positive,chegou no prazo em ótimas condições
positive,entregue no prazo tudo correto recomendo
positive,xxxxx
positive,produto entregue antes do prazo maior quantidade e menor preço
positive,recebi a entrega antes do prazo produto de ótima qualidade veio com instruções de cuidados e bilhete atencioso do vendedor
negative,recebi meu pedido três cartuchos para impressora hp originais porém ao instalá los na impressora a mesma recusou informando que eram recarregados solicitei a devolução mandei dia e nada
positive,foi entregue no período mencionado veio embalado e seguro e veio o produto certo
positive,adorei alem de ter chegado o produto esperado chegou muito antes do prazo
negative,prazo não foi cumprido até hoje não chegou primeira vez que tenho problema com entrega
positive,vendedor onesto e correto
neutral,ate hoje ainda não recebi minha mercadoria estou no aguardo
negative,paguei passagem para retirar o produto nos correios quero o ressarcimento do frete se até o dia não me derem uma resposta no dia irei ao procon
neutral,eu recomendo mais meu produto ainda não foi entregue tem mais de mês por favor resolvam obs pessoas que indiquei compraram com vcs e só o meu não chegou
positive,bom produto e entrega rápida recomendo
negative,minha mesa veio com o tampo todo danificado parecendo usada estou tentando a troca na por enquanto está difícil
positive,rápido demais chegou ja usamos é bom o produto parabéns
positive,preços ótimos
positive,recebi o produto no prazo com qualidade e bom preço
positive,a entrega foi muito rápida e o produto atende as expectativas
negative,me entregaram faltando um vidro de perfume
positive,entrega rápida
positive,porém achei o frete caro e veio o sabor errado era pra ser de chocolate e veio de vitamina de frutas mas não quero trocar pq teria q esperar mais tempo pra começar a utilizar o produto
positive,super satisfeita
positive,muito bom o atendimento na compra entrega super rápida e ótimo produto
positive,otimo cabo tudo certo
positive,fiquei satisfeita com a compra e o atendimento obrigada
positive,veio tudo sertinho bem imbalado tudo ok
positive,aprovei o pedido super lindo o trabalho chegada antes do prazo ótima qualidade ameiii
negative,os produtos foram entregues mas espelho estava quebrado como faço para trocar sou o síndico do condomínio
positive,estou satisfeito com os produtos
positive,confiável veio no prazo adorei
positive,o produto é bom quebra bem o galho mas o frete saiu caro
negative,recebido as películas mas não a capa
negative,demora na entrega ainda nao chegou fora do prazo
negative,demora para resolver meu problema pois meu pedido foi roubado dos correios e ainda hoje espero alguma solução mais se parece que resolver com o cliente vai ser uma das últimas prioridade estou agua
positive,recomendo esse vendedor
neutral,o produto não veio uma uma caixa como sempre compro de revendedora não sei se é assim mesmo mas vou testar o produto para ver se realmente é original pois há falsificações frequentes deste produto
positive,o produtor chegou antes da data
positive,entrega muito rápida parabéns
negative,fiz um pedido a mais de mês e ainda não foi entregue
positive,super rápida a entrega tudo certinho
positive,recebi certinho e antes do prazo
neutral,sobre o produto ele e bem rustico grande conforme informado e folhas escuras não foi informado já a loja poderia dar descontos pois a taxa de entrega deveria baixa na compra dos produtos
negative,é a primeira vez que há atraso nos meus pedidos
negative,comprei um produto e foi entregue outro tento ligar no sac ninguém me ajudou até o momento estou muito insatisfeito preciso devolver o produto quero que seja enviado produto conforme compra pedido
positive,pontual
negative,pela imagem que selecionei na hora da compra seria um pacote sabor café e um pacote sabor banana chegaram de côco
positive,produto conforme especificações bem embalado e bonito como nas imagens
positive,entregaram antes do prazo
neutral,o produto é ótimo minha única reclamação e sabre a entrega que não foi feita na minha residência
positive,produto excelente entrega rápida
positive,produto entregue no prazo
positive,recomendo a todos
positive,produto chegou bem antes do prazo estipulado pela loja estão de parabens super recomendo
negative,olá ainda não recebi o produto e o prazo informa para entrega seria para dia mais até o momento nada
positive,super recomendo entrega super rapida
positive,produto entregue antes do prazo e atendeu minhas necessidades
positive,as bolsas são lindas gostei bastante
positive,a entrega foi rápida o produto superou as minhas expectativas pena que o recarregador de baterias veio com um pequeno defeito de fabricacao ma nada que comprometa a lanterna
positive,o produto chegou super rápido o stark cada dia mais melhorando seu atendimento
positive,rapidez na entrega produto igual ao informado no anúncio gostei
neutral,boa empresa para comprar
positive,gostei muito da minha capa de poltrona e estou muito satisfeita com a agilidade foi entregue bem antes do prazo previsto recomendo
positive,produtos de qualidade recomendadíssimo
positive,amei o produto material muito bom duti dentro do esperado recomendo
negative,atendimento horrivel
neutral,a entrega foi rápida mais eu comprei o produto da cor azul e me entregaram preta
positive,recebi no prazo e recomendo muito bom
positive,loja rápida na entrega só houve um incidente pelo fato de não vim o produto escolhido e sim um similar
neutral,a empresa é boa mas achei muito alto o preço do frete para o total de produtos comprados
positive,o produto por hora está funcionando bem a estrega chegou antes do esperado parabéns
positive,recebi o produto muito antes da data prevista pela loja
positive,produto de excelente qualidade
positive,a compra do produto e sua entrega foram realizadas de forma satisfatória naõ houve contratempo algum tudo correu sem maiores contratempos
positive,super satisfeita com o produto e entrega
positive,gostaria de agradecer pelo excelente serviço entretanto recebi minha mercadoria no tempo hábil até mesmo bem antes do prazo previsto obrigado
negative,nao gostei do boneco achei que era original mal pintado e tudo borrado pessima qualidade
positive,eu amei o produto super indico
positive,gostei chegou rápido ótimo produto
positive,muito bonito
negative,comprei a roupinha conforme a foto roupinha preta de ballet com saia cor de rosa e sapatinhos mas a roupinha que recebi foi uma azul camisetinha e calça de unicórnios nada a ver com a foto
positive,havíamos encomendado unidades deste produto apenas chegou uma mas após dias chegou a outro e tudo certo e o produto é maravilhoso recomendo
negative,a entrega ocorreu muito rápida entretanto o produto parece falso durou h no máximo fui na loja riachuelo e peguei o mesmo produto utilizei e durou umas horas amais
positive,o produto é para uma pessoa ainda não foi testado espero que funcione bem num fogão por indução que é o propósito obrigada a todos parceiro e lannister
positive,gostei do produto e chegou dentro do prazo
negative,deveria enviar este produto por uma empresa diferente do correios devido a empresa demorar na entrega e não liberar o produto no centro de distribuição
positive,o produto veio em perfeitas condições e chegou antes do prazo parabéns pelo atendimento
positive,excelente vendedor rápido no envio do produto com certeza farei mais compras neste vendedor
positive,chegou antes prazo tudo certo e sem defeitos
positive,otimo material
negative,é lamentável o que está acontecendo está muito difícil comprar pela internet sendo que a compra está paga já debitada do meu cartão e até agora não consigo usufruir do meu produto não tenho notícias
positive,produto entregue antes do prazo tudo ok loja confiável
positive,produto muito bom adorei
neutral,houve um pequeno problema na entrega mas foi resolvido e logo em seguida chegou
positive,parabéns pela seriedade da targaryen
negative,enviaram o produto errado
positive,entrega dentro do prazo produto conforme anunciado
neutral,recebi o produto dias antes do prazo quando abri a caixa notei que os fios vieram na cor preta e eu fiz o pedido na cor branca varios arames da luminaria estão tortos deixou a desejar pra mim
negative,ter q ir retirar nos correios foi péssimo
positive,exelente
positive,produto de qualidade e entrega rápida
neutral,veio com defeito desfiada
positive,a capinha é mais fina do que eu esperava mas no geral fica bonito no aparelho e ainda protege razoavelmente
neutral,não recebi o produto que comprei veio um produto parecido
positive,as lojas lannister sempre entregam o produto corretamente e antes do prazo
positive,amo esse baratheon
positive,estou muito feliz com o produto escolhido por mim a entrega foi dentro do prazo o produto veio em perfeita condições tudo muito lindo adorei
positive,produto de qualidade
positive,pago na terça e entregue na quinta
negative,pela indicação achei que peça seria maior
positive,parabéns pela rapidez
negative,se a loja é à mesma pq só entregou um item faltando os outros itens e nem informao mmotivo descaso com o cliente péssima imagem deixando muito a desejar
negative,o produto não veio na cor escolhida fiquei desepisionado não sei o que fazer
neutral,a primeira vez que eu comprei veio certinho já o segundo perfume até agora não chegou e minha fatura já chegou com o valor comprado
positive,infelizmente minha compra ocorreu na época de greve dos caminhoneiros e por isso não foi entregue no prazo correto mas é uma excelente loja e voltarei a realizar futuras compras
positive,muito feliz com a compra amei o relógio
positive,estou satisfeita com oproduto e o prazo de entrega
negative,os cartuchos não funcionaram na minha impressora hp
positive,gostei muito do compromisso e pontualidade
positive,recomendo a todos o produto de boa qualidade e chegou antes do prazo
positive,material de ótima qualidade chegou antes do prazo
neutral,produto inferior as minhas expectativas parece sintético mas pelo preço é bom
positive,tudo de primeira
negative,essa já é a quarta ou quinta compra minha que não chega que esta havendo
negative,solicitei cancelamento deste produto quero receber a tarjeta de devolução devolução para enviar de volta pelo correio código
positive,o produto foi entregue conforme o combinado
negative,a caixa do relógio que comprei se desintegrou na minha mão ao abri la enviei por correio hoje para a loja fazer a troca
positive,agradeço pelo comprometimento o produto veio em ótimo estado e bem embalado
neutral,achei muito fraquinho
negative,estou aguardando o envio
positive,chegou no prazo e aparentemente em ordem
positive,entregue antes do prazo super rápido
positive,muito bom entregue antes do prazo
negative,parece bom ainda não usei
positive,entrega rápida produto exatamente como na descrição atendimento ao cliente de mais alto nível
positive,capa para note acolchoada muito bonita e básica vale o preço
positive,produto de acordo com o valor mas não gostei da embalagem que praticamente não existe
positive,parabéns produto entregue antes do prazo
positive,produto em perfeito estado
positive,recebi antes do prazo e funciona direitinho
positive,gostei muito chegou muito antes do prazo super recomendo
negative,paguei o produto a vista não recebi no prazo estipulado e não me enviaram nenhuma informação apos vencimento do prazo de entrega
positive,ótimo brinquedo para crianças maiores de três anos meu filho amou
positive,obrigada chegou corretamente
positive,produto de otima qualidade
negative,não houve nenhum comunicado sobre o atraso
positive,produto de acordo com a foto e descrição era exatamente o que eu queria grato
positive,produtos originais recomendo
positive,produto entregue
negative,touca chegou com furo e um risco que falta pouco pra rasgar também nas instruções de uso do produto diz que não pode ser usado se estiver rasgado sendo assim não poderei usar o produto comprado
positive,muito satisfeito com a compra recomendo
negative,achei demorada a entrega pelo tamanho da mercadoria
negative,as prateleiras não recebi
positive,cumpriu com o esperado
negative,recebi o produto errado
positive,recebi o produto antes do prazo tudo ok até o momento
positive,ótima
positive,recebi meu produto antes do prazo o cobertor é de excelente qualidade estou muito satisfeita
negative,parece que foi vendido um produto indisponivel na loja
positive,um pouco de confusão na hora de entrega mas tudo resolvido
positive,atendeu às expectativas
positive,a única ressalva é a válvula ou torneirinha que achei ser de baixa qualidade no mais a siqueira é bem interessante
positive,quero agradecer toda a atenção o produto chegou uma semana antes do prazo de entrega recomendo muito bom as bbs ficaram felizes e nos tbm
positive,minha luminária chegou dentro do prazo estipulado até um pouquinho antes muito bem embalada e dentro das especificações recomendo o produto e a loja com certeza
negative,péssima entrega
positive,muito bonitinhos e macios
