sentimento,comentarios
neutral,"['entreg', 'sup', 'ráp']"
negative,"['esper', 'o', 'produt', 'par', 'avali']"
positive,"['excelent', 'produt', 'por', 'ser', 'forus', 'já', 'era', 'de', 'se', 'esper', 'qualidad', 'empres', 'vendedor', 'e', 'intermedi', 'que', 'respeit', 'o', 'client', 'cheg', 'bem', 'antes', 'do', 'praz']"
neutral,"['a', 'colch', 'é', 'mac', 'e', 'bonit', 'porém', 'eu', 'esper', 'que', 'tiv', 'um', 'tamanh', 'um', 'pouc', 'maior', 'mas', 'o', 'produt', 'é', 'sim', 'muit', 'bom']"
negative,"['compr', 'um', 'produt', 'e', 'receb', 'outr', 'já', 'solicit', 'a', 'devolu', 'e', 'estorn', 'do', 'pagament', 'porém', 'aind', 'nã', 'tiv', 'respost']"
negative,"['nã', 'recom', 'até', 'o', 'moment', 'nã', 'receb', 'o', 'produt']"
negative,"['realiz', 'a', 'compr', 'de', 'colch', 'de', 'solteir', 'e', 'só', 'receb', 'produt', 'e', 'até', 'agor', 'nã', 'receb', 'a', 'outr', 'colch']"
neutral,"['receb', 'apen', 'pendent', 'falt', 'o', 'restant', 'com', 'uma', 'vendedor', 'eu', 'consegu', 'fal', 'e', 'ela', 'ja', 'envi', 'os', 'outr', 'pendent', 'ja', 'os', 'amarel', 'aind', 'nã', 'receb', 'nenhum', 'estou', 'aguard', 'falt', 'os', 'amarel']"
negative,"['nã', 'gost', 'dest', 'compr', 'pois', 'a', 'entreg', 'atras', 'além', 'de', 'ter', 'um', 'períod', 'muit', 'extens', 'par', 'entreg']"
positive,"['o', 'produt', 'é', 'ótim', 'a', 'entreg', 'foi', 'sup', 'ráp', 'volt', 'a', 'compr', 'nov']"
positive,"['a', 'entreg', 'foi', 'ráp', 'gost', 'muit', 'do', 'produt', 'recom', 'essa', 'loj']"
neutral,"['produt', 'com', 'defeit']"
positive,"['produt', 'de', 'ótim', 'qualidad', 'e', 'belez', 'cheg', 'bem', 'antes', 'do', 'praz', 'estabelec', 'parabéns']"
positive,"['sempr', 'entreg', 'os', 'produt', 'cert', 'dentr', 'do', 'praz', 'previst']"
neutral,"['estam', 'test']"
positive,"['produt', 'bem', 'bacan', 'acab', 'perfeit']"
negative,"['aind', 'nao', 'receb', 'minh', 'mercador']"
positive,"['entreg', 'ráp', 'o', 'produt', 'cheg', 'corret', 'e', 'bem', 'embal']"
positive,"['ótim', 'loj', 'eu', 'recom']"
negative,"['o', 'produt', 'vei', 'embrulh', 'num', 'embalag', 'inapropri', 'e', 'com', 'isso', 'o', 'pot', 'do', 'chá', 'acab', 'fic', 'danific', 'durant', 'o', 'trajet', 'quand', 'abri', 'a', 'embalag', 'o', 'chá', 'estav', 'tod', 'derram']"
neutral,"['o', 'produt', 'cheg', 'bem', 'antes', 'a', 'dat', 'program', 'ache', 'ótim']"
neutral,"['produt', 'entreg', 'corret']"
negative,"['já', 'abri', 'um', 'cham', 'e', 'nã', 'tenh', 'respost', 'de', 'quand', 'ter', 'o', 'produt', 'compr']"
positive,"['loj', 'excelent', 'sempr', 'compr', 'e', 'estou', 'muit', 'satisfeit', 'com', 'a', 'loj']"
neutral,"['sim', 'eu', 'recom', 'cheg', 'no', 'praz']"
negative,"['compr', 'dois', 'lustr', 'conform', 'o', 'ped', 'e', 'pagu', 'o', 'valor', 'de', 'dois', 'mas', 'só', 'receb', 'precis', 'receb', 'o', 'outr']"
neutral,"['muit', 'bom', 'quant', 'a', 'entreg', 'ótim', 'produt']"
positive,"['gost', 'do', 'produt', 'e', 'da', 'loj']"
neutral,"['lind', 'cheg', 'muit', 'antes', 'do', 'praz', 'só', 'nã', 'tem', 'nenhum', 'tip', 'de', 'certific', 'de', 'garant', 'acho', 'q', 'nã', 'é', 'a', 'prov', 'd', 'águ', 'pois', 'nã', 'tem', 'nad', 'diz']"
positive,"['show', 'de', 'bol', 'muit', 'bom']"
neutral,"['achav', 'que', 'pod', 'ser', 'um', 'produt', 'com', 'uma', 'cert', 'qualidad', 'melhor', 'mas', 'é', 'muit', 'instável', 'nã', 'pass', 'muit', 'confianc', 'par', 'deix', 'o', 'notebook']"
negative,"['o', 'produt', 'nã', 'foi', 'entreg', 'gost', 'de', 'sab', 'com', 'vai', 'fic', 'agor']"
neutral,"['gost', 'do', 'kit', 'e', 'recom', 'essa', 'loj']"
negative,"['pagu', 'car', 'pel', 'fret', 'e', 'n', 'for', 'entregu', 'na', 'minh', 'cas', 'tiv', 'q', 'peg', 'no', 'correi', 'e', 'só', 'vei', 'uma', 'e', 'mesm', 'assim', 'o', 'model', 'errad', 'já', 'envi', 'e', 'mail', 'esper', 'o', 'contat', 'pq', 'quer', 'a', 'devolu', 'do', 'meu', 'dinheir']"
positive,"['proced', 'de', 'compr', 'até', 'a', 'entreg', 'not']"
positive,"['muit', 'pratic']"
negative,"['crei', 'que', 'houv', 'engan', 'inform', 'que', 'receb', 'mes', 'de', 'piqu', 'niqu', 'e', 'entre', 'em', 'contat', 'com', 'empres', 'sem', 'exit', 'mas', 'meu', 'ped', 'nao', 'foi', 'atend']"
positive,"['sup', 'ráp', 'a', 'entreg', 'gost']"
positive,"['um', 'ótim', 'aut', 'transform', 'serv', 'par', 'muit', 'e', 'muit', 'util', 'ótim', 'recom', 'foi', 'entreg', 'tud', 'cert', 'val']"
neutral,"['estou', 'no', 'aguard', 'da', 'entreg', 'da', 'mercador', 'que', 'aind', 'nã', 'receb']"
positive,"['produt', 'foi', 'entreg', 'antes', 'do', 'praz', 'ótim', 'qualidad']"
negative,"['entreg', 'pel', 'correi', 'é', 'só', 'dor', 'de', 'cabec', 'porqu', 'nã', 'faz', 'entreg', 'e', 'nem', 'sequ', 'traz', 'o', 'produt', 'par', 'a', 'agênc', 'próxim', 'de', 'minh', 'cas', 'tenh', 'que', 'ir', 'busc', 'long', 'de', 'onde', 'mor', 'e', 'nã', 'dã', 'assistent']"
neutral,"['na', 'descriçã', 'const', 'a', 'med', 'x', 'mts', 'mas', 'vei', 'x', 'ped', 'par', 'troc', 'e', 'nã', 'tem', 'mais', 'o', 'produt', 'e', 'sim', 'cupons', 'com', 'descont', 'nã', 'tenh', 'inter', 'quer', 'a', 'cortin', 'tamanh', 'cert', 'nã', 'recom']"
positive,"['pen', 'que', 'o', 'praz', 'foi', 'long']"
positive,"['qualidad', 'muit', 'boa', 'complet', 'minh', 'sal', 'e', 'tod', 'amar']"
negative,"['produt', 'nã', 'original']"
negative,"['até', 'o', 'moment', 'eu', 'nã', 'receb', 'minh', 'entreg']"
neutral,"['receb', 'no', 'praz', 'infeliz', 'a', 'american', 'nã', 'me', 'permit', 'compr', 'mais', 'pois', 'nã', 'aprov', 'meu', 'cartã', 'de', 'compr', 'da', 'loj', 'send', 'que', 'sempr', 'compr', 'no', 'sit']"
positive,"['compr', 'foi', 'tranquil', 'entreg', 'acontec', 'antes', 'do', 'praz']"
negative,"['faz', 'mais', 'de', 'mes', 'que', 'ped', 'o', 'produt', 'e', 'ate', 'agor', 'nao', 'foi', 'entreg', 'e', 'aind', 'por', 'cim', 'nao', 'dao', 'nenhum', 'explica', 'de', 'com', 'fic', 'meu', 'dinheir']"
neutral,"['nã', 'consig', 'opin', 'pois', 'produt', 'aind', 'nã', 'instal']"
positive,"['cheg', 'antes', 'do', 'praz', 'recom', 'par', 'tod']"
negative,"['compr', 'e', 'até', 'agor', 'nad', 'de', 'cheg', 'praz', 'pro', 'dia', 'e', 'até', 'agor', 'nem', 'sinal']"
positive,"['aind', 'nã', 'test', 'o', 'produt']"
positive,"['o', 'relógi', 'é', 'lind', 'a', 'fot', 'nã', 'faz', 'jus', 'o', 'únic', 'inconvenient', 'é', 'que', 'a', 'caixinh', 'vei', 'complet', 'quebr', 'nã', 'possibilit', 'guard', 'o', 'relógi', 'nel', 'depo', 'de', 'abert']"
positive,"['entreg', 'sup', 'ráp']"
positive,['òtim']
positive,"['o', 'produt', 'cheg', 'par', 'mim', 'antes', 'do', 'praz', 'fiqu', 'sup', 'content']"
neutral,"['gost', 'muit', 'do', 'produt']"
positive,"['produt', 'muit', 'bonit', 'cheg', 'antes', 'do', 'praz', 'recom']"
neutral,"['receb', 'dentr', 'do', 'praz']"
neutral,"['gost', 'da', 'loj', 'lannist', 'e', 'da', 'rapidez', 'nunc', 'tinh', 'tid', 'problem', 'só', 'dess', 'vez', 'que', 'o', 'produt', 'vei', 'com', 'a', 'cor', 'diferent', 'da', 'que', 'eu', 'ped', 'é', 'uma', 'pen']"
positive,"['mto', 'bom', 'atend', 'bem', 'antes', 'do', 'praz', 'sup', 'recom']"
positive,"['produt', 'entreg', 'conform', 'a', 'compr', 'e', 'dentr', 'do', 'praz']"
positive,"['receb', 'o', 'produt', 'antes', 'do', 'praz', 'a', 'entreg', 'foi', 'sup', 'ráp', 'recom', 'essa', 'transport']"
negative,"['o', 'relógi', 'que', 'compr', 'nest', 'loj', 'a', 'luz', 'do', 'mei', 'com', 'men', 'de', 'dias', 'de', 'uso', 'nã', 'acend', 'mais', 'gost', 'que', 'troc', 'ou', 'se', 'for', 'o', 'cas', 'haj', 'devolu', 'por', 'gentil', 'me', 'dar', 'algum', 'retorn', 'obrig']"
positive,"['produt', 'de', 'ótim', 'qualidad']"
neutral,"['falt', 'um', 'produt']"
neutral,"['demor', 'na', 'entreg', 'e', 'aind', 'atras']"
negative,"['compr', 'pra', 'uma', 'crianc', 'de', 'seis', 'anos', 'par', 'o', 'natal', 'e', 'até', 'hoj', 'nã', 'cheg', 'diss', 'pra', 'esper', 'até', 'dia', 'hoj', 'é', 'o', 'que', 'compr', 'junt', 'cheg', 'dias', 'depo', 'da', 'compr', 'esse', 'produt', 'nã', 'estou', 'ma']"
negative,"['o', 'produt', 'é', 'bom', 'mas', 'tem', 'um', 'cheir', 'insuport', 'de', 'col', 'de', 'sapateir']"
neutral,"['cheg', 'tud', 'conform', 'combin']"
positive,"['muit', 'bom']"
neutral,"['produt', 'entreg', 'antes', 'do', 'praz', 'n', 'consider', 'fenômen', 'já', 'q', 'ped', 'dias', 'pra', 'entreg', 'já', 'test', 'o', 'control', 'td', 'ok', 'o', 'bluetooth', 'já', 'estav', 'funcion', 'aparent', 'ser', 'mesm', 'original', 'satisfeit']"
positive,"['sup', 'recom', 'maravilh', 'muit', 'boa']"
negative,"['o', 'produt', 'é', 'total', 'de', 'má', 'qualidad', 'as', 'bolinh', 'sã', 'na', 'verdad', 'ades', 'de', 'papel', 'e', 'as', 'lat', 'vem', 'complet', 'pret', 'por', 'dentr', 'pod', 'ser', 'limp', 'pel', 'men']"
positive,"['gost', 'de', 'tud']"
positive,"['muit', 'bom', 'funcion', 'perfeit']"
neutral,"['nã', 'é', 'o', 'que', 'esper', 'mas', 'dá', 'par', 'usar']"
negative,"['aind', 'nã', 'tiv', 'retorn', 'da', 'loj', 'targaryen', 'só', 'tiv', 'retorn', 'da', 'equip', 'das', 'loj', 'lannist', 'que', 'esta', 'acompanh', 'o', 'produt', 'aind', 'aguard']"
neutral,"['entreg', 'dentr', 'do', 'praz', 'previst', 'satisfeit']"
neutral,"['produt', 'bom', 'material', 'aparent', 'resistent', 'encaix', 'perfeit', 'no', 'local']"
neutral,"['atend', 'as', 'minh', 'expect']"
neutral,"['o', 'trocador', 'vei', 'mas', 'fic', 'falt', 'os', 'dois', 'mosquiteir', 'que', 'era', 'pra', 'vir', 'junt']"
negative,"['nã', 'foi', 'entreg', 'a', 'mercador', 'compr', 'pel', 'sit', 'foi', 'entreg', 'um', 'produt', 'divergent', 'do', 'compr']"
negative,"['compr', 'uma', 'esmerilhadeir', 'v', 'e', 'me', 'mand', 'uma', 'v', 'nã', 'tiv', 'retorn', 'até', 'o', 'moment']"
positive,"['gost', 'do', 'varal', 'só', 'ache', 'que', 'ele', 'volt', 'par', 'posiçã', 'fech', 'com', 'mais', 'facil', 'tem', 'que', 'tir', 'o', 'pin', 'coloc', 'na', 'posiçã', 'que', 'gostr', 'e', 'recoloc', 'o', 'pin', 'mas', 'for', 'isso', 'é', 'um', 'bom', 'produt']"
negative,"['total', 'frust']"
negative,"['compr', 'dia', 'na', 'targaryen', 'com', 'praz', 'de', 'entreg', 'até', 'e', 'até', 'agor', 'nã', 'receb', 'o', 'produt']"
positive,"['tent', 'solicit', 'a', 'troc', 'pel', 'sit', 'e', 'nã', 'consegu', 'o', 'produt', 'é', 'ótim', 'só', 'que', 'uma', 'bol', 'do', 'bolich', 'vei', 'com', 'defeit', 'vei', 'rach', 'tem', 'com', 'envi', 'a', 'bol', 'vermelh', 'sem', 'defeit']"
positive,"['muit', 'bom', 'o', 'praz', 'de', 'entreg', 'vei', 'que', 'eu', 'esper']"
positive,"['produt', 'muit', 'bom', 'cheg', 'em', 'perfeit', 'condiçõ']"
positive,"['entreg', 'bemmm', 'antes', 'do', 'praz', 'produt', 'entreg', 'conform', 'anunci', 'volt', 'a', 'compr', 'com', 'certez']"
positive,['toppp']
positive,"['produt', 'excelent', 'e', 'entreg', 'muit', 'antes', 'do', 'previst']"
positive,"['vam', 'continu', 'compr']"
negative,"['compr', 'um', 'simpl', 'pendent', 'mei', 'lua', 'no', 'sit', 'das', 'lannist', 'vend', 'pel', 'loj', 'targaryen', 'em', 'marc', 'e', 'até', 'hoj', 'abril', 'o', 'produt', 'nã', 'foi', 'entreg', 'nã', 'recom', 'compr', 'de', 'produt', 'dest', 'loj']"
positive,"['aind', 'nã', 'use', 'o', 'produt', 'assim', 'nã', 'tenh', 'com', 'avali']"
positive,"['hav', 'ped', 'duas', 'unidad', 'e', 'cheg', 'em', 'dias', 'diferent', 'ache', 'q', 'nao', 'vir', 'a', 'outr', 'mas', 'hoj', 'cheg', 'td', 'cert', 'obrig']"
neutral,"['gost', 'do', 'produt', 'lind', 'por', 'mesm', 'com', 'as', 'med', 'cert', 'fic', 'bastant', 'just', 'em', 'minh', 'cadeir']"
negative,"['aind', 'nã', 'receb', 'o', 'produt', 'e', 'já', 'venc', 'o', 'praz', 'de', 'entreg']"
positive,"['tud', 'perfeit', 'ador']"
positive,"['muit', 'rap', 'dentr', 'do', 'esper']"
negative,"['meu', 'produt', 'cheg', 'incomplet', 'falt', 'um', 'produt', 'o', 'whait', 'estou', 'muit', 'chat']"
neutral,"['porém', 'o', 'meu', 'ped', 'vei', 'com', 'avar']"
neutral,"['ador', 'as', 'pec', 'sã', 'exat', 'com', 'na', 'fot', 'mas', 'vei', 'falt', 'parafus', 'e', 'buch', 'tiv', 'que', 'compr']"
neutral,"['essa', 'loj', 'é', 'muit', 'bacan', 'compr', 'muit', 'produt', 'nel', 'merec', 'um', 'brind']"
positive,"['essa', 'foi', 'a', 'primeir', 'vez', 'que', 'compr', 'no', 'sit', 'estou', 'muit', 'satisfeit']"
positive,"['receb', 'antes', 'mesm', 'do', 'praz', 'gost', 'muit', 'do', 'produt', 'recom']"
negative,"['compr', 'dois', 'pent', 'de', 'memór', 'e', 'me', 'envi', 'apen', 'um', 'estou', 'aguard', 'o', 'praz', 'de', 'respost', 'sobr', 'esse', 'problem', 'foi', 'uma', 'palhac', 'nã', 'recom', 'a', 'loj', 'qualidad', 'e', 'respons', 'é', 'tud']"
neutral,"['o', 'pendriv', 'e', 'nao', 'funcion', 'no', 'meu', 'comput']"
positive,"['de', 'a', 'e']"
negative,"['nao', 'gost', 'por', 'motiv', 'da', 'demor', 'na', 'entreg', 'e', 'tiv', 'que', 'busc', 'no', 'correi']"
positive,"['produt', 'idênt', 'com', 'anunc']"
positive,"['em', 'tod', 'as', 'minh', 'compr', 'nunc', 'tiv', 'problem']"
neutral,"['produt', 'entreg', 'sem', 'problem']"
neutral,"['o', 'prat', 'é', 'de', 'boa', 'qualidad', 'mas', 'é', 'bem', 'pequen', 'recom', 'apen', 'par', 'bebês']"
positive,"['produt', 'correspond', 'ao', 'anunc']"
positive,"['minh', 'primeir', 'compr', 'eu', 'gost', 'muit', 'e', 'vou', 'continu', 'compr', 'obrig']"
negative,"['eu', 'compr', 'dois', 'ades', 'e', 'só', 'receb', 'um', 'mas', 'com', 'pod', 'resolv', 'isso', 'fic', 'no', 'aguard']"
neutral,"['pens', 'que', 'a', 'cint', 'ser', 'mais', 'larg', 'é', 'muit', 'estreit', 'par', 'carg', 'pes']"
positive,"['sup', 'recom', 'produt', 'ótim', 'entreg', 'antes', 'do', 'praz']"
neutral,"['produt', 'muit', 'bom', 'recom']"
positive,"['demor', 'um', 'pouc', 'mas', 'dentr', 'do', 'praz']"
neutral,"['vei', 'errad', 'em', 'vez', 'de', 'e', 'vei']"
positive,['bom']
negative,"['desd', 'que', 'compr', 'vinh', 'tent', 'cancel', 'mas', 'agor', 'que', 'ja', 'receb', 'vou', 'fic', 'com', 'o', 'produt', 'stark', 'e', 'targaryen', 'pessim', 'atend', 'nao', 'possu', 'sac']"
neutral,"['boa', 'noit', 'aind', 'nã', 'receb', 'meu', 'produt']"
positive,"['ame', 'o', 'produt', 'se', 'ñ', 'der', 'problem']"
negative,"['dias', 'após', 'efetu', 'a', 'compr', 'ger', 'o', 'bolet', 'e', 'pag', 'receb', 'um', 'e', 'mail', 'cancel', 'a', 'compr', 'por', 'falt', 'do', 'produt', 'par', 'o', 'estorn', 'do', 'valor', 'me', 'obrig', 'a', 'ir', 'em', 'uma', 'agênc', 'banc', 'e', 'retir', 'o', 'valor']"
positive,"['receb', 'antes', 'do', 'praz', 'produt', 'excelent']"
positive,"['produt', 'de', 'ótim', 'qualidad', 'sempr', 'que', 'poss', 'compr', 'tem', 'durabil', 'uma', 'textur', 'maravilh', 'simples', 'perfeit']"
neutral,"['receb', 'anilh', 'falt', 'apen', 'de', 'kg']"
positive,"['em', 'tod', 'os', 'quesit']"
negative,"['nã', 'gost', 'do', 'produt', 'muit', 'frac', 'nã', 'val', 'a', 'pen', 'voc', 'tir', 'o', 'produt', 'da', 'embalag', 'e', 'no', 'outr', 'dia', 'nã', 'tem', 'mais', 'o', 'cheir']"
positive,"['compr', 'sempr', 'e', 'estou', 'satisfeit', 'com', 'vc', 'obrig']"
positive,"['a', 'cap', 'escorreg', 'do', 'sof']"
neutral,"['otim', 'loj']"
negative,"['nã', 'gost', 'da', 'entreg', 'está', 'demor', 'muit', 'essa', 'empres', 'demor', 'muit', 'par', 'entreg', 'a', 'mercador']"
negative,"['o', 'produt', 'vei', 'risc', 'e', 'amass', 'send', 'que', 'a', 'embalag', 'está', 'em', 'perfeit', 'estad', 'já', 'fiz', 'uma', 'reclam', 'e', 'estou', 'aguard', 'o', 'contat', 'par', 'a', 'que', 'a', 'troc', 'do', 'produt', 'sej', 'feit', 'o', 'mais', 'ráp', 'possível']"
neutral,"['atend', 'de', 'boa', 'qualidad']"
positive,"['compr', 'dois', 'prudut', 'e', 'ache', 'car', 'o', 'fret', 'quand', 'receb', 'eu', 'entend', 'o', 'motiv', 'cad', 'produt', 'vei', 'num', 'caix', 'separ', 'do', 'tamanh', 'que', 'cab', 'uns', 'produt', 'num', 'unic', 'caix']"
positive,"['ame', 'a', 'luminár', 'é', 'lind', 'e', 'enorm', 'apaixon']"
negative,"['bem', 'compr', 'um', 'produt', 'que', 'cust', 'rea', 'o', 'melhor', 'que', 'eles', 'tinh', 'com', 'o', 'carta', 'de', 'g', 'e', 'me', 'mand', 'o', 'pior', 'que', 'eles', 'tinh', 'era', 'de', 'rea', 'que', 'vinh', 'com', 'cartã', 'de', 'g', 'resum', 'saf']"
negative,"['cad', 'meu', 'produt']"
positive,"['a', 'compr', 'cheg', 'parcial', 'as', 'capinh', 'dos', 'celul', 'nao', 'vier', 'junt', 'com', 'o', 'restant', 'do', 'ped', 'aguard', 'par', 'ver', 'se', 'esta', 'vind', 'separ']"
positive,"['ótim', 'loj', 'par', 'faz', 'compr', 'já', 'compr', 'var', 'vez', 'e', 'sempr', 'cheg', 'produt', 'de', 'ótim', 'qualidad', 'e', 'no', 'praz', 'cert', 'ou', 'até', 'antes', 'sup', 'recom']"
positive,"['entreg', 'sup', 'ráp']"
neutral,"['meu', 'produt', 'vei', 'com', 'uma', 'part', 'com', 'defeit', 'se', 'trat', 'de', 'mdf', 'e', 'um', 'lad', 'da', 'tamp', 'vei', 'quebr']"
positive,"['receb', 'antes', 'do', 'praz', 'a', 'cortin', 'é', 'lind', 'exat', 'igual', 'a', 'descriçã', 'mesm', 'tamanh', 'das', 'especific', 'ótim', 'cust', 'benefici', 'sup', 'recom']"
positive,"['cheg', 'na', 'dat', 'combin', 'not', 'recom']"
positive,"['gost', 'de', 'compr', 'por', 'este', 'sait', 'produt', 'sempr', 'entreg', 'ate', 'antes', 'do', 'praz', 'de', 'entreg']"
neutral,"['o', 'praz', 'de', 'entreg', 'e', 'muit', 'long']"
positive,"['recom', 'a', 'compr', 'dess', 'produt', 'mei', 'segund', 'pel']"
positive,"['muit', 'satisfeit', 'com', 'a', 'entreg', 'pois', 'cheg', 'bem', 'antes', 'do', 'praz', 'estipul']"
neutral,"['compr', 'três', 'produt', 'que', 'pod', 'ser', 'envi', 'dentr', 'de', 'um', 'pacot', 'só', 'e', 'assim', 'talvez', 'pod', 'economiz', 'no', 'fret', 'ache', 'um', 'absurd', 'pag', 'no', 'fret', 'quas', 'metad', 'do', 'valor', 'em', 'si']"
negative,"['acho', 'de', 'uma', 'incompetent', 'extrem', 'coloc', 'e', 'vend', 'um', 'produt', 'em', 'disponibil', 'no', 'ato', 'da', 'compr', 'e', 'o', 'jog', 'na', 'indisponibil', 'log', 'depo', 'por', 'ver', 'que', 'o', 'produt', 'foi', 'vend', 'num', 'prec', 'baix', 'só', 'isso']"
positive,"['aind', 'nã', 'apliqu', 'o', 'produt', 'mas', 'parec', 'ser', 'de', 'ótim', 'qualidad']"
positive,"['muit', 'bom', 'receb', 'tud', 'certinh', 'do', 'jeit', 'que', 'ped']"
neutral,"['entreg', 'antes', 'do', 'praz', 'porém', 'receb', 'uma', 'caix', 'abert']"
negative,"['produt', 'n', 'foi', 'entreg', 'e', 'const', 'q', 'receb']"
positive,['confiavel']
positive,"['excelent', 'vendedor', 'o', 'produt', 'cheg', 'bem', 'antes', 'do', 'previst']"
negative,"['produt', 'nao', 'cheg']"
positive,"['a', 'melhor', 'loj', 'par', 'compr', 'cheg', 'até', 'antes', 'do', 'praz', 'os', 'produt', 'sã', 'de', 'qualidad', 'e', 'a', 'loj', 'e', 'acelent', 'esper', 'sempr', 'está', 'compr', 'e', 'receb', 'sempr', 'com', 'qualidad', 'tod', 'os', 'produt', 'agor', 'vô', 'esper', 'a']"
negative,"['foi', 'entreg', 'uma', 'cap', 'com', 'zíp', 'e', 'eu', 'compr', 'uma', 'cap', 'envelop', 'com', 'const', 'na', 'listag', 'dos', 'meus', 'ped', 'gost', 'de', 'sab', 'com', 'ser', 'resolv', 'este', 'problem']"
neutral,"['tdo', 'cert']"
positive,"['entreg', 'rapidíssim', 'foi', 'compr', 'e', 'no', 'dia', 'seguint', 'já', 'estav', 'dispon', 'show']"
positive,"['parceir', 'muit', 'bom', 'val', 'a', 'pen', 'compr', 'com', 'essa', 'loj']"
negative,"['nã', 'consig', 'abrir', 'o', 'rastreament', 'e', 'const', 'com', 'entreg', 'quer', 'o', 'produt', 'quer', 'urgent', 'uma', 'posiçã', 'sobr', 'isso']"
neutral,"['boa', 'tard', 'venh', 'faz', 'a', 'solicit', 'da', 'troc', 'do', 'produt', 'por', 'motiv', 'falh', 'na', 'costur']"
positive,['ador']
negative,"['bom', 'receb', 'um', 'suport', 'mas', 'foi', 'com', 'uma', 'ventos', 'pra', 'coloc', 'no', 'vidr', 'e', 'o', 'que', 'eu', 'compr', 'foi', 'pro', 'encost', 'do', 'banc', 'porém', 'nã', 'tenh', 'inter', 'na', 'troc', 'ja', 'compr', 'outr', 'obrig']"
positive,"['a', 'descriçã', 'do', 'produt', 'está', 'muit', 'confus', 'seg', 'detalh', 'aís', 'europeus', 'control', 'de', 'ipod', 'traseir', 'pod', 'carreg', 'o', 'ipod', 'iphon', 'rca', 'câm', 'de', 'visã', 'traseir', 'de', 'entrad', 'relógi', 'em', 'temp', 're']"
positive,"['boa', 'qualidad', 'compar', 'ao', 'valor', 'do', 'produt', 'entreg', 'rap', 'produt', 'igual', 'a', 'fot', 'gost', 'e', 'recom', 'e', 'vou', 'compr', 'mais', 'uma', 'satisfeit']"
positive,"['cheg', 'muit', 'antes', 'do', 'praz', 'ótim', 'produt', 'recom']"
neutral,"['aind', 'nã', 'receb', 'o', 'produt', 'e', 'nem', 'respond', 'a', 'minh', 'pergunt']"
positive,"['cheg', 'muit', 'antes', 'da', 'dat', 'previst', 'parabéns']"
negative,"['realiz', 'a', 'compr', 'em', 'e', 'até', 'hoj', 'nã', 'receb', 'o', 'produt']"
positive,"['produt', 'excelent', 'facil', 'uso', 'recom']"
positive,"['produt', 'de', 'excelent', 'qualidad', 'super', 'minh', 'expect']"
negative,"['só', 'receb', 'uma', 'unidad', 'send', 'que', 'compr', 'duas', 'unidad']"
positive,['perfeit']
negative,"['meu', 'ped', 'nã', 'foi', 'entreg', 'porém', 'já', 'receb', 'e', 'mail', 'inform', 'que', 'foi', 'entreg', 'e', 'quer', 'meu', 'ped']"
neutral,['legal']
positive,"['sempr', 'que', 'fac', 'compr', 'receb', 'direitinh', 'os', 'produt']"
negative,"['produt', 'nã', 'funcion']"
neutral,"['a', 'loj', 'cumpr', 'com', 'a', 'part', 'del', 'por', 'o', 'produt', 'nã', 'fi', 'entreg', 'pel', 'correi', 'fiqu', 'insatisfeit']"
positive,"['o', 'lg', 'd', 'lind', 'pen', 'que', 'nã', 'tem', 'android', 'o', 'mais', 'ele', 'é', 'completonh']"
neutral,"['a', 'películ', 'par', 'o', 'celul', 'nã', 'vei', 'com', 'eu', 'quer']"
positive,"['entreg', 'no', 'praz', 'loj', 'honest']"
negative,"['após', 'o', 'produt', 'fatur', 'a', 'loj', 'envi', 'e', 'mail', 'que', 'nã', 'pod', 'entreg', 'por', 'falt', 'de', 'estoqu', 'ao', 'busc', 'pel', 'compr', 'na', 'internet', 'a', 'loj', 'disponibiliz', 'o', 'produt', 'par', 'vend', 'por', 'um', 'prec', 'superior']"
positive,"['entreg', 'antes', 'do', 'praz', 'produt', 'de', 'primeir', 'excelent', 'cor', 'perfeit', 'igu', 'compr', 'enfim', 'me', 'torn', 'client', 'compr', 'mais', 'vez', 'obs', 'o', 'fret', 'pod', 'ser', 'grát', 'fic', 'a', 'dic']"
positive,"['este', 'produt', 'era', 'o', 'que', 'eu', 'esper']"
positive,"['muit', 'bom', 'o', 'produt', 'e', 'recom', 'a', 'qualqu', 'pesso', 'a', 'compr']"
positive,"['o', 'produt', 'cheg', 'antes', 'do', 'praz', 'e', 'muit', 'bem', 'embal']"
negative,"['a', 'dat', 'limit', 'par', 'entreg', 'era', 'dia', 'e', 'até', 'agor', 'dia', 'nã', 'foi', 'entreg', 'em', 'consult', 'ao', 'sit', 'dos', 'correi', 'const', 'mercador', 'com', 'dificuldad', 'na', 'entreg', 'aguard', 'soluçã']"
neutral,"['mto', 'bom', 'cheg', 'antes', 'do', 'praz']"
negative,"['me', 'mand', 'um', 'produt', 'com', 'a', 'med', 'muit', 'menor', 'do', 'anunc', 'solicit', 'a', 'troc']"
negative,"['até', 'o', 'moment', 'o', 'produt', 'nã', 'cheg', 'está', 'for', 'do', 'praz', 'de', 'entreg']"
positive,"['produt', 'entreg', 'no', 'praz', 'recom', 'qualqu', 'compr', 'na', 'loj']"
negative,"['nã', 'entreg', 'os', 'produt', 'pel', 'correi']"
positive,"['td', 'de', 'bom']"
neutral,['gost']
positive,"['minh', 'loj', 'prefer']"
positive,"['produt', 'em', 'perfeit', 'estad', 'e', 'entreg', 'rap']"
